date,city,country,temperature_c,humidity_pct,wind_speed_mps,pressure_hpa,precipitation_mm
2025-04-08,Toronto,Canada,19.7,59.9,4.3,1018.3,0
2025-04-09,New York,USA,23.3,61.4,5.4,1017.5,0
2025-04-09,London,UK,18.0,73.5,6.9,1011.0,4.5
2025-04-09,Tokyo,Japan,25.6,66.1,4.4,1009.0,0
2025-04-09,Singapore,Singapore,38.4,69.7,2.1,1001.8,0
2025-04-09,Sydney,Australia,13.8,60.6,4.3,1012.7,0
2025-04-09,Cairo,Egypt,34.2,27.6,3.2,1013.4,0
2025-04-09,São Paulo,Brazil,13.9,76.1,3.5,1017.0,0.9
2025-04-09,Toronto,Canada,18.6,56.2,5.4,1019.1,0
2025-04-10,New York,USA,22.9,64.2,5.5,1015.3,0
2025-04-10,London,UK,19.3,72.6,5.9,1009.2,0
2025-04-10,Tokyo,Japan,27.0,64.9,3.1,1011.1,0.1
2025-04-10,Singapore,Singapore,37.8,72.8,1.3,1004.5,6.1
2025-04-10,Sydney,Australia,11.7,61.3,4.0,1014.0,0
2025-04-10,Cairo,Egypt,35.4,27.4,2.9,1014.0,0
2025-04-10,São Paulo,Brazil,13.5,75.3,2.6,1015.9,3.5
2025-04-10,Toronto,Canada,18.4,58.4,5.3,1020.6,0
2025-04-11,New York,USA,22.8,61.5,5.7,1015.2,0
2025-04-11,London,UK,19.4,73.1,6.1,1007.4,0
2025-04-11,Tokyo,Japan,26.4,65.1,3.5,1010.5,0
2025-04-11,Singapore,Singapore,37.9,69.8,1.0,1001.5,1.0
2025-04-11,Sydney,Australia,13.6,65.3,3.9,1013.2,1.5
2025-04-11,Cairo,Egypt,35.8,31.0,2.7,1014.2,0
2025-04-11,São Paulo,Brazil,12.5,73.7,2.9,1019.5,2.4
2025-04-11,Toronto,Canada,18.9,61.0,5.1,1019.8,0
2025-04-12,New York,USA,21.3,65.8,6.8,1017.4,0
2025-04-12,London,UK,19.5,69.6,6.5,1007.8,0
2025-04-12,Tokyo,Japan,27.2,62.8,3.4,1008.1,0
2025-04-12,Singapore,Singapore,37.7,69.8,1.7,1002.4,2.1
2025-04-12,Sydney,Australia,13.5,62.4,4.7,1015.5,0
2025-04-12,Cairo,Egypt,35.6,30.4,3.2,1015.0,0
2025-04-12,São Paulo,Brazil,12.3,75.3,2.8,1017.9,0.1
2025-04-12,Toronto,Canada,19.4,60.5,6.0,1021.8,0
2025-04-13,New York,USA,21.9,63.5,6.1,1014.5,0
2025-04-13,London,UK,18.4,71.1,6.3,1009.8,0
2025-04-13,Tokyo,Japan,26.2,62.7,3.2,1010.9,0
2025-04-13,Singapore,Singapore,38.9,70.5,1.8,1004.9,2.7
2025-04-13,Sydney,Australia,12.6,61.3,4.2,1016.5,0
2025-04-13,Cairo,Egypt,34.8,31.6,3.8,1012.4,0
2025-04-13,São Paulo,Brazil,12.5,72.8,3.1,1019.4,0
2025-04-13,Toronto,Canada,17.9,58.2,5.8,1021.7,0
2025-04-14,New York,USA,22.5,62.3,6.8,1016.2,0
2025-04-14,London,UK,19.9,71.1,5.5,1007.1,4.0
2025-04-14,Tokyo,Japan,26.3,62.7,3.2,1009.6,0
2025-04-14,Singapore,Singapore,39.5,70.1,1.1,1003.0,4.8
2025-04-14,Sydney,Australia,13.2,61.5,4.8,1015.6,0
2025-04-14,Cairo,Egypt,35.3,28.5,4.3,1015.4,0
2025-04-14,São Paulo,Brazil,11.8,73.6,4.2,1019.1,2.9
2025-04-14,Toronto,Canada,18.2,63.4,6.2,1018.9,0
2025-04-15,New York,USA,22.9,66.0,6.5,1014.0,0.9
2025-04-15,London,UK,19.1,70.3,4.7,1009.2,0
2025-04-15,Tokyo,Japan,28.4,56.9,2.6,1008.8,0
2025-04-15,Singapore,Singapore,37.7,64.8,0.7,1006.2,0
2025-04-15,Sydney,Australia,13.2,61.7,4.2,1015.7,0
2025-04-15,Cairo,Egypt,34.8,27.6,4.3,1015.3,0
2025-04-15,São Paulo,Brazil,10.8,77.0,3.6,1017.6,5.4
2025-04-15,Toronto,Canada,18.4,64.3,6.3,1018.5,0.2
2025-04-16,New York,USA,22.7,62.8,6.0,1012.9,0
2025-04-16,London,UK,20.1,69.2,5.5,1006.0,0
2025-04-16,Tokyo,Japan,27.2,61.4,2.8,1009.4,0
2025-04-16,Singapore,Singapore,38.0,66.2,2.0,1005.5,0
2025-04-16,Sydney,Australia,12.8,65.5,3.7,1016.4,0
2025-04-16,Cairo,Egypt,33.0,30.1,4.0,1015.6,0
2025-04-16,São Paulo,Brazil,11.9,74.4,4.8,1018.8,4.5
2025-04-16,Toronto,Canada,17.4,65.1,6.7,1019.4,0
2025-04-17,New York,USA,24.0,64.0,4.9,1014.6,0
2025-04-17,London,UK,21.1,70.2,4.3,1006.6,0
2025-04-17,Tokyo,Japan,28.2,58.4,3.0,1008.8,0
2025-04-17,Singapore,Singapore,39.1,64.3,1.1,1003.2,0
2025-04-17,Sydney,Australia,11.4,61.4,4.7,1015.8,0
2025-04-17,Cairo,Egypt,33.9,27.6,4.3,1015.2,0
2025-04-17,São Paulo,Brazil,10.8,79.1,4.4,1017.9,3.5
2025-04-17,Toronto,Canada,18.4,60.5,7.0,1017.6,0
2025-04-18,New York,USA,23.1,60.3,5.2,1013.1,0
2025-04-18,London,UK,21.0,67.8,4.7,1005.0,0.3
2025-04-18,Tokyo,Japan,29.2,59.4,2.0,1007.9,0
2025-04-18,Singapore,Singapore,39.1,66.9,1.0,1004.6,1.8
2025-04-18,Sydney,Australia,11.5,60.8,4.6,1018.8,0
2025-04-18,Cairo,Egypt,33.2,31.5,4.0,1014.9,0
2025-04-18,São Paulo,Brazil,11.2,79.2,3.8,1020.7,6.2
2025-04-18,Toronto,Canada,17.2,65.5,6.5,1019.7,0
2025-04-19,New York,USA,24.5,62.8,5.3,1012.9,0
2025-04-19,London,UK,22.2,70.3,3.9,1004.6,0
2025-04-19,Tokyo,Japan,29.2,57.7,2.5,1010.6,0
2025-04-19,Singapore,Singapore,38.4,65.0,0.7,1007.0,0
2025-04-19,Sydney,Australia,11.9,60.4,5.0,1018.6,0
2025-04-19,Cairo,Egypt,32.8,31.3,4.9,1017.5,0
2025-04-19,São Paulo,Brazil,9.7,80.9,4.2,1017.3,3.9
2025-04-19,Toronto,Canada,18.0,66.0,5.9,1016.7,0
2025-04-20,New York,USA,24.0,63.8,5.1,1010.7,0
2025-04-20,London,UK,22.5,66.8,4.7,1004.9,0
2025-04-20,Tokyo,Japan,29.5,54.5,2.6,1008.0,0
2025-04-20,Singapore,Singapore,38.0,65.7,1.4,1006.9,0
2025-04-20,Sydney,Australia,11.6,66.0,4.5,1020.5,0
2025-04-20,Cairo,Egypt,33.0,31.3,4.3,1017.9,0
2025-04-20,São Paulo,Brazil,10.8,80.2,4.9,1020.6,8.8
2025-04-20,Toronto,Canada,16.5,61.3,6.3,1018.8,0
2025-04-21,New York,USA,24.2,64.2,5.4,1009.4,0
2025-04-21,London,UK,21.6,66.4,4.3,1006.3,0.2
2025-04-21,Tokyo,Japan,28.6,58.1,2.5,1008.7,0
2025-04-21,Singapore,Singapore,38.2,65.3,1.4,1005.3,0
2025-04-21,Sydney,Australia,12.2,60.6,5.6,1020.0,0
2025-04-21,Cairo,Egypt,32.0,34.0,5.1,1014.9,0
2025-04-21,São Paulo,Brazil,11.4,81.4,4.1,1019.1,4.6
2025-04-21,Toronto,Canada,17.2,63.3,5.9,1018.9,0
2025-04-22,New York,USA,24.5,58.6,4.1,1011.0,0
2025-04-22,London,UK,22.8,63.2,3.3,1004.2,0
2025-04-22,Tokyo,Japan,28.9,57.2,2.9,1011.7,0
2025-04-22,Singapore,Singapore,39.0,64.6,1.8,1008.8,0
2025-04-22,Sydney,Australia,10.9,65.4,6.2,1018.7,0
2025-04-22,Cairo,Egypt,32.7,30.1,4.6,1016.4,0
2025-04-22,São Paulo,Brazil,10.9,82.1,5.3,1017.7,5.8
2025-04-22,Toronto,Canada,17.3,64.0,6.3,1016.0,0
2025-04-23,New York,USA,23.7,62.5,4.1,1010.2,0
2025-04-23,London,UK,22.1,66.9,4.3,1004.4,0
2025-04-23,Tokyo,Japan,29.2,57.7,3.0,1012.3,0
2025-04-23,Singapore,Singapore,37.7,66.3,2.6,1006.6,1.5
2025-04-23,Sydney,Australia,11.5,65.0,4.9,1018.9,1.1
2025-04-23,Cairo,Egypt,32.2,31.3,4.5,1018.9,0
2025-04-23,São Paulo,Brazil,11.3,83.0,4.4,1020.2,10.5
2025-04-23,Toronto,Canada,17.4,65.5,5.5,1016.0,0
2025-04-24,New York,USA,25.6,58.6,3.9,1010.1,0
2025-04-24,London,UK,22.3,62.4,4.1,1005.2,0
2025-04-24,Tokyo,Japan,28.1,53.7,3.2,1010.3,0
2025-04-24,Singapore,Singapore,39.6,63.3,2.0,1009.9,0
2025-04-24,Sydney,Australia,11.4,64.8,6.7,1021.9,0
2025-04-24,Cairo,Egypt,32.8,34.9,5.0,1018.2,0
2025-04-24,São Paulo,Brazil,10.0,82.2,5.0,1020.0,7.1
2025-04-24,Toronto,Canada,18.5,63.4,6.3,1014.2,0
2025-04-25,New York,USA,24.9,57.6,4.8,1007.7,0
2025-04-25,London,UK,23.1,61.6,4.4,1007.1,0
2025-04-25,Tokyo,Japan,28.7,57.6,2.8,1010.6,0
2025-04-25,Singapore,Singapore,38.4,67.4,2.5,1008.3,0
2025-04-25,Sydney,Australia,9.2,66.1,6.6,1020.4,0.2
2025-04-25,Cairo,Egypt,32.3,35.8,5.8,1015.3,0
2025-04-25,São Paulo,Brazil,11.0,83.7,4.2,1019.1,8.2
2025-04-25,Toronto,Canada,17.9,64.9,6.2,1015.8,0
2025-04-26,New York,USA,26.4,60.0,3.9,1008.5,0
2025-04-26,London,UK,22.4,63.4,3.5,1005.7,0
2025-04-26,Tokyo,Japan,29.1,57.3,2.3,1011.0,0
2025-04-26,Singapore,Singapore,38.8,67.5,2.5,1010.9,2.4
2025-04-26,Sydney,Australia,10.5,62.6,5.5,1020.5,0
2025-04-26,Cairo,Egypt,31.9,36.2,5.4,1018.3,0
2025-04-26,São Paulo,Brazil,9.7,80.6,5.5,1015.6,8.3
2025-04-26,Toronto,Canada,17.1,63.5,5.4,1013.3,0
2025-04-27,New York,USA,26.2,57.5,3.6,1007.1,0
2025-04-27,London,UK,23.9,61.1,3.7,1004.8,0
2025-04-27,Tokyo,Japan,28.3,53.4,2.8,1014.0,0
2025-04-27,Singapore,Singapore,38.8,64.7,2.5,1011.7,0
2025-04-27,Sydney,Australia,8.9,67.4,6.9,1021.5,0.2
2025-04-27,Cairo,Egypt,33.2,34.7,5.9,1014.9,0
2025-04-27,São Paulo,Brazil,9.3,81.0,4.6,1016.2,11.7
2025-04-27,Toronto,Canada,18.3,62.1,6.0,1016.1,0
2025-04-28,New York,USA,25.7,56.3,3.4,1009.1,0
2025-04-28,London,UK,24.1,61.6,4.1,1005.2,0
2025-04-28,Tokyo,Japan,30.2,53.4,3.3,1012.0,0
2025-04-28,Singapore,Singapore,37.1,67.7,2.8,1009.0,0.7
2025-04-28,Sydney,Australia,10.5,68.8,7.1,1022.1,0
2025-04-28,Cairo,Egypt,31.0,35.7,5.0,1016.0,0
2025-04-28,São Paulo,Brazil,8.7,80.4,5.1,1018.2,10.8
2025-04-28,Toronto,Canada,19.1,65.3,4.8,1012.9,0
2025-04-29,New York,USA,25.3,60.7,3.1,1008.9,0
2025-04-29,London,UK,23.9,59.7,3.9,1005.9,0
2025-04-29,Tokyo,Japan,29.9,53.7,3.5,1014.3,0
2025-04-29,Singapore,Singapore,38.6,65.5,3.7,1010.2,0
2025-04-29,Sydney,Australia,9.5,65.7,6.6,1023.8,0.3
2025-04-29,Cairo,Egypt,32.8,34.2,5.8,1016.5,0
2025-04-29,São Paulo,Brazil,9.1,85.3,4.3,1015.4,12.0
2025-04-29,Toronto,Canada,19.7,62.9,5.7,1011.3,0
2025-04-30,New York,USA,25.9,54.9,3.8,1008.3,0
2025-04-30,London,UK,23.7,60.5,3.5,1006.7,0
2025-04-30,Tokyo,Japan,28.7,53.0,2.6,1014.6,0
2025-04-30,Singapore,Singapore,37.4,63.0,3.7,1013.2,0
2025-04-30,Sydney,Australia,7.9,66.4,7.5,1023.1,0
2025-04-30,Cairo,Egypt,30.7,34.1,5.8,1014.5,0
2025-04-30,São Paulo,Brazil,10.7,85.5,3.5,1015.5,9.2
2025-04-30,Toronto,Canada,20.0,63.3,5.2,1012.8,0
2025-05-01,New York,USA,26.1,54.9,3.9,1008.7,0
2025-05-01,London,UK,22.7,59.0,3.3,1005.5,0
2025-05-01,Tokyo,Japan,29.3,53.9,4.2,1013.6,0
2025-05-01,Singapore,Singapore,38.2,67.2,4.1,1013.9,0.7
2025-05-01,Sydney,Australia,8.9,66.2,6.1,1022.6,0
2025-05-01,Cairo,Egypt,31.1,37.0,5.5,1014.1,0
2025-05-01,São Paulo,Brazil,10.9,84.2,4.5,1017.1,9.6
2025-05-01,Toronto,Canada,18.4,62.9,5.0,1011.4,0
2025-05-02,New York,USA,27.0,56.4,3.5,1008.1,0
2025-05-02,London,UK,23.8,59.7,4.8,1005.9,0
2025-05-02,Tokyo,Japan,27.6,51.1,4.3,1014.6,0
2025-05-02,Singapore,Singapore,38.3,65.4,3.8,1012.1,0
2025-05-02,Sydney,Australia,9.4,65.6,6.1,1023.7,0
2025-05-02,Cairo,Egypt,30.7,39.6,5.2,1014.8,0
2025-05-02,São Paulo,Brazil,10.4,81.5,3.6,1013.5,6.9
2025-05-02,Toronto,Canada,20.1,66.2,3.7,1013.5,0
2025-05-03,New York,USA,25.8,58.0,4.1,1009.9,0
2025-05-03,London,UK,22.9,57.6,4.3,1009.7,0
2025-05-03,Tokyo,Japan,29.2,53.3,4.2,1013.3,0
2025-05-03,Singapore,Singapore,36.4,63.4,3.5,1012.4,0
2025-05-03,Sydney,Australia,7.6,66.9,7.6,1022.0,0
2025-05-03,Cairo,Egypt,31.4,36.1,4.6,1015.4,0
2025-05-03,São Paulo,Brazil,10.5,82.2,3.9,1016.2,13.3
2025-05-03,Toronto,Canada,20.0,65.6,5.0,1011.3,0
2025-05-04,New York,USA,28.1,53.5,3.8,1007.8,0
2025-05-04,London,UK,22.0,60.8,4.0,1009.4,0
2025-05-04,Tokyo,Japan,27.8,51.7,4.6,1014.8,0
2025-05-04,Singapore,Singapore,36.1,69.2,3.3,1013.6,0
2025-05-04,Sydney,Australia,8.9,66.7,6.5,1024.1,0
2025-05-04,Cairo,Egypt,32.7,39.4,5.2,1013.5,0
2025-05-04,São Paulo,Brazil,10.3,85.3,4.2,1013.6,15.2
2025-05-04,Toronto,Canada,20.0,64.1,3.8,1010.0,0
2025-05-05,New York,USA,28.2,55.8,2.9,1006.3,0
2025-05-05,London,UK,22.0,57.9,4.6,1008.6,0
2025-05-05,Tokyo,Japan,28.2,50.2,5.0,1015.7,0
2025-05-05,Singapore,Singapore,36.8,66.5,4.7,1011.9,0
2025-05-05,Sydney,Australia,9.2,67.2,7.2,1023.5,2.1
2025-05-05,Cairo,Egypt,32.6,37.8,4.9,1014.5,0
2025-05-05,São Paulo,Brazil,11.1,85.9,3.3,1013.0,10.3
2025-05-05,Toronto,Canada,20.6,67.0,3.3,1008.7,0
2025-05-06,New York,USA,27.9,53.7,4.1,1008.8,0
2025-05-06,London,UK,22.1,60.6,5.3,1010.2,0
2025-05-06,Tokyo,Japan,27.3,54.3,4.3,1018.7,0
2025-05-06,Singapore,Singapore,37.0,68.3,3.7,1013.8,0
2025-05-06,Sydney,Australia,8.1,68.6,6.7,1021.5,0
2025-05-06,Cairo,Egypt,31.1,36.8,4.2,1013.6,0
2025-05-06,São Paulo,Brazil,11.7,86.9,3.3,1013.2,12.1
2025-05-06,Toronto,Canada,19.1,62.4,3.6,1011.9,0
2025-05-07,New York,USA,27.3,54.9,4.3,1010.3,0
2025-05-07,London,UK,21.9,59.8,5.0,1009.4,0
2025-05-07,Tokyo,Japan,27.1,51.6,5.4,1018.3,0
2025-05-07,Singapore,Singapore,35.8,68.6,4.8,1015.5,0
2025-05-07,Sydney,Australia,8.4,72.3,6.6,1021.8,5.9
2025-05-07,Cairo,Egypt,32.4,39.7,4.9,1013.6,0
2025-05-07,São Paulo,Brazil,10.6,83.6,3.1,1013.2,6.2
2025-05-07,Toronto,Canada,19.3,64.2,3.9,1007.7,0.0
2025-05-08,New York,USA,26.2,55.9,4.2,1007.2,0
2025-05-08,London,UK,23.3,60.5,6.1,1011.9,0
2025-05-08,Tokyo,Japan,28.1,54.8,4.6,1016.9,0
2025-05-08,Singapore,Singapore,35.2,68.4,4.3,1015.5,0
2025-05-08,Sydney,Australia,6.9,73.1,5.8,1023.4,5.1
2025-05-08,Cairo,Egypt,32.0,39.3,4.6,1011.2,0
2025-05-08,São Paulo,Brazil,11.5,86.6,2.1,1010.9,14.7
2025-05-08,Toronto,Canada,19.9,65.2,3.3,1010.0,1.4
2025-05-09,New York,USA,26.5,52.4,3.6,1007.6,0
2025-05-09,London,UK,23.3,59.5,5.4,1011.8,0
2025-05-09,Tokyo,Japan,27.8,54.7,5.6,1016.6,0
2025-05-09,Singapore,Singapore,34.4,71.5,4.8,1015.2,3.6
2025-05-09,Sydney,Australia,7.6,69.9,5.7,1022.6,2.3
2025-05-09,Cairo,Egypt,31.7,37.3,4.0,1011.2,0
2025-05-09,São Paulo,Brazil,12.2,83.5,2.6,1011.8,6.9
2025-05-09,Toronto,Canada,20.7,60.2,3.2,1008.9,0
2025-05-10,New York,USA,27.8,53.8,4.5,1008.0,0
2025-05-10,London,UK,22.0,57.5,5.2,1013.6,0
2025-05-10,Tokyo,Japan,26.6,56.4,4.9,1020.5,0
2025-05-10,Singapore,Singapore,34.8,68.5,4.4,1016.3,0
2025-05-10,Sydney,Australia,8.5,72.3,5.7,1023.4,4.8
2025-05-10,Cairo,Egypt,33.2,39.4,3.9,1013.3,0
2025-05-10,São Paulo,Brazil,11.9,83.7,2.1,1010.0,9.8
2025-05-10,Toronto,Canada,22.2,62.7,4.3,1008.6,0
2025-05-11,New York,USA,27.0,52.6,4.3,1008.3,0
2025-05-11,London,UK,21.8,57.1,5.7,1011.9,0
2025-05-11,Tokyo,Japan,26.7,52.6,4.9,1019.5,0
2025-05-11,Singapore,Singapore,34.5,68.8,4.5,1016.6,0
2025-05-11,Sydney,Australia,8.3,70.5,6.5,1022.7,4.3
2025-05-11,Cairo,Egypt,33.2,38.9,4.2,1010.3,0
2025-05-11,São Paulo,Brazil,12.6,85.0,1.8,1008.1,10.6
2025-05-11,Toronto,Canada,22.1,62.0,4.0,1007.4,0
2025-05-12,New York,USA,27.9,53.6,4.3,1010.0,0
2025-05-12,London,UK,21.8,60.2,6.6,1012.0,0
2025-05-12,Tokyo,Japan,25.0,56.4,5.1,1019.9,0
2025-05-12,Singapore,Singapore,34.2,73.0,4.3,1013.1,2.3
2025-05-12,Sydney,Australia,8.3,76.0,6.1,1020.1,1.0
2025-05-12,Cairo,Egypt,31.9,40.4,3.6,1009.3,0
2025-05-12,São Paulo,Brazil,11.4,85.4,2.1,1011.6,7.1
2025-05-12,Toronto,Canada,22.1,64.5,3.1,1009.9,0
2025-05-13,New York,USA,27.7,51.1,5.2,1008.9,0
2025-05-13,London,UK,20.6,59.1,6.9,1011.6,0
2025-05-13,Tokyo,Japan,25.6,55.1,5.6,1020.1,0
2025-05-13,Singapore,Singapore,35.8,71.1,3.8,1015.1,1.6
2025-05-13,Sydney,Australia,7.0,76.4,5.5,1021.9,6.8
2025-05-13,Cairo,Egypt,33.3,43.4,4.0,1011.3,0
2025-05-13,São Paulo,Brazil,12.4,86.7,1.5,1010.0,9.9
2025-05-13,Toronto,Canada,20.4,63.6,3.0,1006.4,0
2025-05-14,New York,USA,27.0,54.1,4.3,1011.0,0
2025-05-14,London,UK,20.9,55.8,5.7,1015.6,0
2025-05-14,Tokyo,Japan,26.0,53.8,4.5,1019.3,0
2025-05-14,Singapore,Singapore,35.4,69.8,4.0,1016.0,0.9
2025-05-14,Sydney,Australia,8.3,72.3,6.0,1022.2,2.8
2025-05-14,Cairo,Egypt,34.0,39.0,3.8,1008.9,0
2025-05-14,São Paulo,Brazil,12.3,83.0,2.0,1010.1,12.6
2025-05-14,Toronto,Canada,22.8,60.5,4.2,1009.3,0
2025-05-15,New York,USA,25.4,50.3,4.8,1012.8,0
2025-05-15,London,UK,21.7,59.9,5.8,1014.5,0
2025-05-15,Tokyo,Japan,26.0,55.8,5.7,1019.1,0
2025-05-15,Singapore,Singapore,34.5,72.7,4.2,1015.3,4.5
2025-05-15,Sydney,Australia,8.3,75.9,6.0,1019.0,1.0
2025-05-15,Cairo,Egypt,32.9,39.0,2.3,1008.6,0
2025-05-15,São Paulo,Brazil,12.4,83.8,1.9,1007.2,12.8
2025-05-15,Toronto,Canada,22.4,57.6,3.1,1006.9,0
2025-05-16,New York,USA,26.3,48.3,6.1,1012.0,0
2025-05-16,London,UK,21.0,56.1,6.8,1015.6,0
2025-05-16,Tokyo,Japan,26.3,53.2,4.6,1021.0,0
2025-05-16,Singapore,Singapore,33.9,73.5,3.7,1015.4,6.9
2025-05-16,Sydney,Australia,8.9,72.1,5.8,1018.3,5.9
2025-05-16,Cairo,Egypt,32.8,43.9,3.6,1007.9,0
2025-05-16,São Paulo,Brazil,13.5,82.3,1.9,1009.2,12.5
2025-05-16,Toronto,Canada,22.8,62.3,4.2,1007.0,0
2025-05-17,New York,USA,26.9,52.4,6.3,1010.8,0
2025-05-17,London,UK,19.3,59.4,7.2,1014.8,0
2025-05-17,Tokyo,Japan,24.6,57.4,5.6,1019.3,0
2025-05-17,Singapore,Singapore,33.7,70.5,2.9,1015.5,0
2025-05-17,Sydney,Australia,7.6,73.8,5.3,1019.7,0
2025-05-17,Cairo,Egypt,34.5,39.4,2.8,1008.8,0
2025-05-17,São Paulo,Brazil,14.2,85.4,2.4,1007.5,15.3
2025-05-17,Toronto,Canada,20.9,58.2,4.5,1008.1,0
2025-05-18,New York,USA,25.8,49.6,5.6,1014.8,0
2025-05-18,London,UK,19.4,61.7,7.0,1014.0,0
2025-05-18,Tokyo,Japan,25.0,58.3,5.1,1019.1,0
2025-05-18,Singapore,Singapore,34.7,70.6,3.3,1014.2,0
2025-05-18,Sydney,Australia,8.1,78.4,4.3,1020.4,4.7
2025-05-18,Cairo,Egypt,33.9,38.9,3.2,1009.2,0
2025-05-18,São Paulo,Brazil,13.1,83.4,2.7,1005.6,12.1
2025-05-18,Toronto,Canada,22.8,57.4,5.0,1010.1,0
2025-05-19,New York,USA,25.4,49.3,5.7,1012.8,0
2025-05-19,London,UK,20.8,59.1,6.4,1015.0,0
2025-05-19,Tokyo,Japan,24.2,54.5,5.2,1021.7,0
2025-05-19,Singapore,Singapore,34.1,71.8,3.0,1015.8,0
2025-05-19,Sydney,Australia,9.4,76.1,4.1,1017.1,2.9
2025-05-19,Cairo,Egypt,34.3,44.0,2.1,1005.7,0
2025-05-19,São Paulo,Brazil,13.4,80.6,2.6,1006.7,9.0
2025-05-19,Toronto,Canada,21.7,60.9,5.0,1009.4,0
2025-05-20,New York,USA,25.3,48.4,5.5,1015.1,0
2025-05-20,London,UK,19.2,56.4,5.9,1016.8,0
2025-05-20,Tokyo,Japan,24.0,55.1,5.3,1021.4,0
2025-05-20,Singapore,Singapore,34.7,75.6,2.7,1012.8,1.5
2025-05-20,Sydney,Australia,10.0,76.7,4.9,1018.5,2.9
2025-05-20,Cairo,Egypt,35.4,42.0,3.4,1006.1,0
2025-05-20,São Paulo,Brazil,14.9,82.8,2.0,1007.7,11.4
2025-05-20,Toronto,Canada,22.2,59.4,4.2,1007.8,0
2025-05-21,New York,USA,24.7,48.2,5.8,1014.7,0
2025-05-21,London,UK,19.6,59.8,6.8,1015.8,0
2025-05-21,Tokyo,Japan,23.4,60.7,4.6,1020.4,0
2025-05-21,Singapore,Singapore,35.1,73.1,1.8,1012.2,5.5
2025-05-21,Sydney,Australia,9.4,77.3,3.8,1015.5,9.2
2025-05-21,Cairo,Egypt,35.1,43.6,2.8,1008.6,0
2025-05-21,São Paulo,Brazil,13.6,83.8,2.4,1008.5,9.5
2025-05-21,Toronto,Canada,22.0,59.6,5.2,1010.4,0
2025-05-22,New York,USA,25.2,50.7,6.7,1015.6,0
2025-05-22,London,UK,20.1,59.4,6.0,1019.2,0
2025-05-22,Tokyo,Japan,24.5,57.6,4.4,1019.7,0
2025-05-22,Singapore,Singapore,34.2,73.4,2.8,1012.9,0
2025-05-22,Sydney,Australia,10.5,76.4,4.6,1016.4,4.1
2025-05-22,Cairo,Egypt,33.6,42.9,3.1,1007.3,0
2025-05-22,São Paulo,Brazil,13.5,79.4,2.1,1007.7,8.1
2025-05-22,Toronto,Canada,20.5,53.8,5.0,1009.8,0
2025-05-23,New York,USA,24.0,50.9,5.5,1018.0,0
2025-05-23,London,UK,18.4,60.8,6.8,1015.9,0
2025-05-23,Tokyo,Japan,25.3,57.3,4.0,1021.0,0
2025-05-23,Singapore,Singapore,34.1,74.8,2.5,1013.2,5.2
2025-05-23,Sydney,Australia,10.6,77.4,3.4,1013.9,5.0
2025-05-23,Cairo,Egypt,33.8,38.2,3.5,1007.2,0
2025-05-23,São Paulo,Brazil,14.3,81.1,3.2,1006.0,12.5
2025-05-23,Toronto,Canada,22.2,54.4,6.0,1011.2,0
2025-05-24,New York,USA,24.9,49.7,6.3,1016.3,0
2025-05-24,London,UK,18.8,61.4,6.5,1017.3,0
2025-05-24,Tokyo,Japan,23.2,60.3,3.5,1019.3,0
2025-05-24,Singapore,Singapore,34.3,79.3,1.7,1011.5,11.5
2025-05-24,Sydney,Australia,11.0,74.6,4.8,1016.2,4.2
2025-05-24,Cairo,Egypt,34.1,38.7,2.8,1005.4,0
2025-05-24,São Paulo,Brazil,14.2,78.9,3.8,1007.3,7.6
2025-05-24,Toronto,Canada,21.6,58.4,5.3,1010.4,0
2025-05-25,New York,USA,23.2,52.5,6.2,1017.2,0
2025-05-25,London,UK,17.6,61.8,5.3,1015.9,0
2025-05-25,Tokyo,Japan,23.4,63.3,3.8,1019.9,0
2025-05-25,Singapore,Singapore,36.2,77.7,1.1,1011.8,9.3
2025-05-25,Sydney,Australia,11.8,73.9,4.8,1013.7,0.4
2025-05-25,Cairo,Egypt,34.9,41.8,2.7,1005.5,0
2025-05-25,São Paulo,Brazil,14.0,78.6,2.6,1007.9,6.2
2025-05-25,Toronto,Canada,20.1,57.0,6.1,1008.3,0
2025-05-26,New York,USA,24.3,51.6,6.4,1016.3,0
2025-05-26,London,UK,18.6,62.1,5.4,1016.1,0
2025-05-26,Tokyo,Japan,24.5,58.6,3.1,1022.0,0
2025-05-26,Singapore,Singapore,35.9,74.7,2.4,1010.3,6.2
2025-05-26,Sydney,Australia,12.5,78.2,4.8,1013.3,9.6
2025-05-26,Cairo,Egypt,36.2,42.0,3.5,1005.9,0
2025-05-26,São Paulo,Brazil,15.5,80.9,4.1,1007.5,6.6
2025-05-26,Toronto,Canada,20.5,56.1,6.3,1011.1,0
2025-05-27,New York,USA,23.4,51.3,6.0,1019.7,0
2025-05-27,London,UK,17.2,60.2,5.8,1016.3,0
2025-05-27,Tokyo,Japan,23.1,60.1,2.8,1019.2,0
2025-05-27,Singapore,Singapore,34.5,76.2,2.2,1009.2,9.1
2025-05-27,Sydney,Australia,12.6,73.8,4.9,1011.8,3.4
2025-05-27,Cairo,Egypt,36.2,38.6,3.3,1004.6,0
2025-05-27,São Paulo,Brazil,15.3,79.5,3.3,1008.9,8.6
2025-05-27,Toronto,Canada,20.2,52.2,5.3,1009.9,0
2025-05-28,New York,USA,23.1,49.2,5.4,1017.0,0
2025-05-28,London,UK,18.4,60.6,5.0,1018.5,0
